time_s,raw_x,raw_y,raw_z,raw_qx,raw_qy,raw_qz,raw_qw,bias_x,bias_y,bias_z,bias_qx,bias_qy,bias_qz,bias_qw
1.615994381899999865e+01,4.305230615721845844e+00,3.186272982051037594e+00,-3.588939992267804246e+00,2.858577976361534323e-03,-1.843240186423278706e-02,-9.335759110310591635e-02,-9.954579023127466675e-01,4.107010635570514934e-01,7.770702060882733742e-01,-2.011530639759251046e-02,6.517899355988302813e-03,-4.299115993972078310e-03,-9.269665229460311929e-04,-9.999690871835593686e-01
1.616401338500000051e+01,4.310597734385885005e+00,3.188466111707292772e+00,-3.591578144888226909e+00,2.848006342564727168e-03,-1.843836625614376709e-02,-9.339546205466914275e-02,-9.954542697569145338e-01,4.111351556762293802e-01,7.779244014500794613e-01,-2.012382692581136945e-02,6.508720287330557741e-03,-4.299064202659517650e-03,-9.313791145445732365e-04,-9.999691430939995351e-01
1.616994524000000055e+01,4.318433407940279523e+00,3.191664649473569426e+00,-3.595426372035476881e+00,2.832123324119423767e-03,-1.844075172256392017e-02,-9.344439076410897271e-02,-9.954496790838340825e-01,4.117730999404113357e-01,7.791702313925151779e-01,-2.013713953350066213e-02,6.495362030626922190e-03,-4.292628782003255275e-03,-9.315332971727107152e-04,-9.999692574554217561e-01
1.617421889299999904e+01,4.324085819092613470e+00,3.193969822055854113e+00,-3.598199751969758164e+00,2.820338811116485534e-03,-1.843792557467539839e-02,-9.347512274624007744e-02,-9.954468795556439265e-01,4.122343907550145015e-01,7.800681798989402838e-01,-2.014626685457567012e-02,6.485753266815731319e-03,-4.283410328819310837e-03,-9.271215188582649898e-04,-9.999693634538042719e-01
1.617992758700000167e+01,4.331641873881479476e+00,3.197049368722001628e+00,-3.601904766392057589e+00,2.812648523613531498e-03,-1.843950629154274962e-02,-9.352083717563937360e-02,-9.954425782685681900e-01,4.128489930857411894e-01,7.812681775753905766e-01,-2.015716082287467154e-02,6.480505449614874965e-03,-4.277200046168831010e-03,-9.257822476017602692e-04,-9.999694253006501388e-01
1.618400216099999867e+01,4.337037068548492691e+00,3.199247466597641143e+00,-3.604549767058083720e+00,2.812906381470477168e-03,-1.844445696485032260e-02,-9.355679403840373720e-02,-9.954391070548799236e-01,4.132846966767604324e-01,7.821252365573740928e-01,-2.016437781242129065e-02,6.482175377608907427e-03,-4.277123903546380806e-03,-9.280766952688345936e-04,-9.999694126757755486e-01
1.618991804099999854e+01,4.344874424928068635e+00,3.202439544950528294e+00,-3.608391381791920427e+00,2.811920069356238071e-03,-1.845494211621193092e-02,-9.361366661467405981e-02,-9.954335686724492538e-01,4.139139861438559942e-01,7.833707837123123907e-01,-2.017451839533350444e-02,6.483007211548550211e-03,-4.280196343934593479e-03,-9.361071807424481764e-04,-9.999693866514608453e-01
1.619425678200000007e+01,4.350628526567417609e+00,3.204781869086787971e+00,-3.611210077973321386e+00,2.810198860078765883e-03,-1.846505026101724969e-02,-9.365879985559848186e-02,-9.954291405774868817e-01,4.143761846582654784e-01,7.842853245264038708e-01,-2.018184108789653278e-02,6.482449168422869772e-03,-4.284784126511848555e-03,-9.454431815086922122e-04,-9.999693618381307880e-01
1.619977855699999836e+01,4.357962366955414169e+00,3.207764929405083620e+00,-3.614799433612165380e+00,2.813448442223166149e-03,-1.847148767768003880e-02,-9.370904528457016380e-02,-9.954242831489951149e-01,4.149685608081217225e-01,7.854504466910967597e-01,-2.019150712048334295e-02,6.487646878521419365e-03,-4.284687652940513854e-03,-9.500356815132350672e-04,-9.999693241904474839e-01
1.620409321800000058e+01,4.363701777548511629e+00,3.210097253402766970e+00,-3.617606156202449963e+00,2.820238267294654811e-03,-1.847149568352177834e-02,-9.374268522433033823e-02,-9.954210963558395298e-01,4.154350508229933125e-01,7.863615165514615812e-01,-2.019972057875926708e-02,6.496324682401256531e-03,-4.279974514747424130e-03,-9.479285883972215793e-04,-9.999692900360316328e-01
1.620991206100000070e+01,4.371451297688664361e+00,3.213244045325887921e+00,-3.621393499542675087e+00,2.836406226474799935e-03,-1.847862067072342587e-02,-9.378197501669872926e-02,-9.954172173213569064e-01,4.160660912774507003e-01,7.875911295990114525e-01,-2.021111422154713011e-02,6.514260040062162804e-03,-4.281320150291660978e-03,-9.388646960018447825e-04,-9.999691761484369446e-01
1.621405410699999905e+01,4.376971348801272477e+00,3.215484834250626811e+00,-3.624090007091625321e+00,2.852906052922328083e-03,-1.848875632669605071e-02,-9.380561642815238299e-02,-9.954147543326248293e-01,4.165138483893310872e-01,7.884674203473449605e-01,-2.021858439144966907e-02,6.531463328388921463e-03,-4.287760427500896497e-03,-9.279834385976613994e-04,-9.999690464929622546e-01
1.621978521300000153e+01,4.384612123468034639e+00,3.218586119207347274e+00,-3.627821443628378884e+00,2.864588775929256988e-03,-1.850077888485756467e-02,-9.385029296836353008e-02,-9.954102861742744057e-01,4.171293364826949568e-01,7.896814097598576776e-01,-2.022778543363325937e-02,6.544527648527007774e-03,-4.293708647581676030e-03,-9.251117177422448152e-04,-9.999689382136912608e-01
1.622391462299999887e+01,4.390120604934362625e+00,3.220821219302862914e+00,-3.630511083658762406e+00,2.867307785879939612e-03,-1.850888169007661871e-02,-9.388895292363845513e-02,-9.954064819778634110e-01,4.175708350031063221e-01,7.905569739223753389e-01,-2.023429794638749446e-02,6.548413008315437205e-03,-4.296943070761466248e-03,-9.296243199740691476e-04,-9.999688946992015826e-01
1.622991990999999956e+01,4.398140806321605645e+00,3.224072871946341401e+00,-3.634425523923639822e+00,2.851617035376394389e-03,-1.851609020582892576e-02,-9.394165398312200044e-02,-9.954014206995530634e-01,4.182146920155824787e-01,7.918310594947063352e-01,-2.024486332993803012e-02,6.534880117513432000e-03,-4.295246677689747161e-03,-9.329477858839388144e-04,-9.999689874222381647e-01
1.623431468000000066e+01,4.404019567677786462e+00,3.226453510023333138e+00,-3.637292675392095553e+00,2.823274305837885148e-03,-1.851707968312696351e-02,-9.397993458167723524e-02,-9.953978695869437621e-01,4.186896192219574098e-01,7.927637074762780012e-01,-2.025361178162252140e-02,6.508585993592402690e-03,-4.288168702940415265e-03,-9.353478156934263250e-04,-9.999691870462823484e-01
1.623990559499999975e+01,4.411508541620068335e+00,3.229482875630761640e+00,-3.640942216373136642e+00,2.808524423849099224e-03,-1.852080466386721649e-02,-9.402159684931271633e-02,-9.953939076119909801e-01,4.192969113892328625e-01,7.939503061436166131e-01,-2.026499462161150331e-02,6.496016042049918525e-03,-4.283563044877239726e-03,-9.310168621521704071e-04,-9.999692925639389607e-01
1.624417018899999832e+01,4.417225313947765741e+00,3.231793688013880228e+00,-3.643726241899860607e+00,2.813526128099032471e-03,-1.852552653970239438e-02,-9.404800797926207712e-02,-9.953913105569517361e-01,4.197591415413908789e-01,7.948556280125911311e-01,-2.027269881200213092e-02,6.502355262554620867e-03,-4.283405372239348398e-03,-9.220808310042071052e-04,-9.999692603182349648e-01
1.624991273899999911e+01,4.424925697004400860e+00,3.234905509393951828e+00,-3.647474276482735256e+00,2.806421184377155820e-03,-1.853474460308749544e-02,-9.409853565763734440e-02,-9.953863836871200688e-01,4.203766116400129427e-01,7.960757153571794698e-01,-2.028065931910262229e-02,6.497063753309713190e-03,-4.284834474211188064e-03,-9.252718587924695093e-04,-9.999692856423649800e-01
1.625454878800000103e+01,4.431143887551951543e+00,3.237418337722650197e+00,-3.650499953729331448e+00,2.789511960437296260e-03,-1.854449565648207121e-02,-9.415140734145052703e-02,-9.953812499738448061e-01,4.208706244446829836e-01,7.970620977058604506e-01,-2.028561092555658876e-02,6.481628524739781703e-03,-4.287313321938539257e-03,-9.401385593285386481e-04,-9.999693613184537089e-01
1.625976753200000147e+01,4.438147448520268767e+00,3.240247992662399490e+00,-3.653907291349574482e+00,2.783292995072892718e-03,-1.855704586608058690e-02,-9.420561457931547755e-02,-9.953759046262679044e-01,4.214241666077469528e-01,7.981738632196974104e-01,-2.029109374891521766e-02,6.476787858438045817e-03,-4.292835522039063073e-03,-9.513502618238281385e-04,-9.999693583879942782e-01
1.626401138299999971e+01,4.443848914815141882e+00,3.242550353601048929e+00,-3.656679936986564350e+00,2.785069535964281896e-03,-1.856660016771400148e-02,-9.424532129671706060e-02,-9.953719627152307625e-01,4.218755935078705721e-01,7.990789535899528451e-01,-2.029613540757428322e-02,6.479651892383600509e-03,-4.297290409534604630e-03,-9.559759757089192258e-04,-9.999693162874667696e-01
1.626991557999999927e+01,4.451794823947087920e+00,3.245756260183498387e+00,-3.660540549820469280e+00,2.789162390476944593e-03,-1.857814846382365576e-02,-9.428964032121832373e-02,-9.953675385006842680e-01,4.225101993750660090e-01,8.003396263610086381e-01,-2.030437988339657898e-02,6.485254569281565656e-03,-4.301843052718815931e-03,-9.514220377861899204e-04,-9.999692647354854191e-01
1.627433156900000100e+01,4.457748207104304861e+00,3.248155739656118257e+00,-3.663430569381771473e+00,2.784711093194223216e-03,-1.858158837190793111e-02,-9.431916170883784811e-02,-9.953646897957787454e-01,4.229895558239939457e-01,8.012832418867070761e-01,-2.031155491747061240e-02,6.482398544104499630e-03,-4.299351928993694338e-03,-9.444957039570126391e-04,-9.999693005337570995e-01
1.627978062600000086e+01,4.465102366202376771e+00,3.251117061606410896e+00,-3.666998816057612132e+00,2.780034520032108325e-03,-1.857993044880112965e-02,-9.435996560397588717e-02,-9.953608664619087998e-01,4.235822720826751264e-01,8.024478018112762845e-01,-2.032089675383359079e-02,6.480301312020676600e-03,-4.290500377992130694e-03,-9.403462850812360687e-04,-9.999693560556124350e-01
1.628409957899999938e+01,4.470934882060543458e+00,3.253464189558049391e+00,-3.669827593146037792e+00,2.791840990253661482e-03,-1.858407783254942616e-02,-9.439371037612834248e-02,-9.953575564170027423e-01,4.240502018465678313e-01,8.033710892870905562e-01,-2.032765058497979296e-02,6.493592819004858144e-03,-4.290379011136129760e-03,-9.382270336709519053e-04,-9.999692723430430030e-01
1.628996014599999853e+01,4.478852564991576024e+00,3.256649282410946089e+00,-3.673666600403196814e+00,2.797254997005810262e-03,-1.859542352304393784e-02,-9.444860482040247363e-02,-9.953521219327157166e-01,4.246808383746346616e-01,8.046248391524742916e-01,-2.033567290748828846e-02,6.500667824061247962e-03,-4.294967527249247963e-03,-9.446383446420798802e-04,-9.999692006407893130e-01
1.629404330199999862e+01,4.484372263608964460e+00,3.258868718944667453e+00,-3.676342359623304468e+00,2.800027147231355651e-03,-1.860451632203691599e-02,-9.448790961751143969e-02,-9.953482138209275298e-01,4.251183829834780936e-01,8.054989608976895754e-01,-2.034115580781766311e-02,6.504506077593081442e-03,-4.299259894977635124e-03,-9.501808512214585676e-04,-9.999691519848961097e-01
1.629992270400000010e+01,4.492329275043162262e+00,3.262065973035970234e+00,-3.680197417872662413e+00,2.807104370787975780e-03,-1.861573721686040142e-02,-9.453833364697140917e-02,-9.953431960706710102e-01,4.257502152720324395e-01,8.067586580159699094e-01,-2.034943335957449528e-02,6.513189741482629594e-03,-4.303831100808965492e-03,-9.519223184705825989e-04,-9.999690741423691298e-01
1.630413889900000157e+01,4.498043433270741964e+00,3.264360283473103586e+00,-3.682963525972814178e+00,2.809815619182377041e-03,-1.862174830854745194e-02,-9.456998727838764052e-02,-9.953400689876225060e-01,4.262061434855628494e-01,8.076629389193524799e-01,-2.035561016549384400e-02,6.517188489951073783e-03,-4.304836443894379840e-03,-9.486848856623216787e-04,-9.999690468381337016e-01
1.630992460199999883e+01,4.505894794870628495e+00,3.267510476262279973e+00,-3.686761450736660173e+00,2.814718720305860438e-03,-1.862523739914945242e-02,-9.460886479833525986e-02,-9.953362952248457907e-01,4.268346886348097780e-01,8.089050395134059768e-01,-2.036438420709104150e-02,6.524232091158157880e-03,-4.301562108166658883e-03,-9.396567216378350768e-04,-9.999690235223769319e-01
1.631401300399999954e+01,4.511448196928705023e+00,3.269737308396700293e+00,-3.689446479580003047e+00,2.812374641093359686e-03,-1.862497903199113528e-02,-9.464057977494293172e-02,-9.953332915987481710e-01,4.272790974927273000e-01,8.097834383054760554e-01,-2.037063499135460115e-02,6.523743699983142012e-03,-4.296015545962414417e-03,-9.376300575345519446e-04,-9.999690524553452864e-01
1.631991410199999848e+01,4.519468861800265636e+00,3.272952103094752374e+00,-3.693322772535578835e+00,2.809676375089809573e-03,-1.863243603405855334e-02,-9.468946254790865102e-02,-9.953285104569707942e-01,4.279180836751104167e-01,8.110523243352111278e-01,-2.037875063708478179e-02,6.523032632934997604e-03,-4.295887827278931093e-03,-9.377965779329843106e-04,-9.999690574865922610e-01
1.632434773399999983e+01,4.525498949280656547e+00,3.275368006751036454e+00,-3.696235766390142174e+00,2.816456744750909114e-03,-1.864312883166076643e-02,-9.472515133559560041e-02,-9.953248952092074164e-01,4.283963343930367595e-01,8.120065081707201760e-01,-2.038417321780697580e-02,6.530773977857132206e-03,-4.301679970024811436e-03,-9.367379730662665467e-04,-9.999689830503022403e-01
1.632979106899999877e+01,4.532909206240873345e+00,3.278334867607974434e+00,-3.699814029076459843e+00,2.818489709853870973e-03,-1.865249372675211945e-02,-9.477464320995594715e-02,-9.953200026111976850e-01,4.289835876826390559e-01,8.131786690507175619e-01,-2.039108578314210302e-02,6.534450885399854803e-03,-4.304485689132489176e-03,-9.412401543811954163e-04,-9.999689427284981225e-01
1.633398008300000015e+01,4.538618671546103656e+00,3.280618967126580632e+00,-3.702569386817318176e+00,2.815695921589269311e-03,-1.866011096229302016e-02,-9.480820564121121563e-02,-9.953166713455804393e-01,4.294372186316985918e-01,8.140812509375695560e-01,-2.039678775784419668e-02,6.532837454115438501e-03,-4.306619920247210277e-03,-9.402234093427427669e-04,-9.999689450375953692e-01
1.633990907600000142e+01,4.546711040331956610e+00,3.283853707479237549e+00,-3.706471416257655083e+00,2.814823554857277029e-03,-1.866900778475998404e-02,-9.485105722879215440e-02,-9.953124242464111981e-01,4.300831809635660141e-01,8.153598288335869304e-01,-2.040513345554260255e-02,6.533730646744086851e-03,-4.308027790651865023e-03,-9.340714412579202534e-04,-9.999689389030708142e-01
1.634410929699999926e+01,4.552451032282570864e+00,3.286146334888261578e+00,-3.709237199877985169e+00,2.809117266006446335e-03,-1.867018387774684388e-02,-9.488691297729719143e-02,-9.953090006825999758e-01,4.305426469938666290e-01,8.162662675212507546e-01,-2.041122120383060540e-02,6.529859876564108462e-03,-4.303473119431984635e-03,-9.353232868805390213e-04,-9.999689826286873862e-01
1.634991955699999977e+01,4.560397935497980448e+00,3.289318336890214134e+00,-3.713065003151348797e+00,2.812208976492017523e-03,-1.867231439393683343e-02,-9.493363051549737197e-02,-9.953044971027678045e-01,4.311774603539275108e-01,8.175207874050748336e-01,-2.041974997535044023e-02,6.535351343106307262e-03,-4.298689516853851887e-03,-9.339968692840059771e-04,-9.999689685690792418e-01
1.635428213999999869e+01,4.566368732961863408e+00,3.291700333144102153e+00,-3.715939920980749989e+00,2.815972401499193187e-03,-1.867610669165198356e-02,-9.496525389143126161e-02,-9.953013985178620349e-01,4.316523608125831801e-01,8.184633281755362422e-01,-2.042571700048895211e-02,6.540653505392207689e-03,-4.297397506755735140e-03,-9.295053798077598534e-04,-9.999689436408214505e-01
1.635990715000000151e+01,4.574072416166695021e+00,3.294772233350399482e+00,-3.719647704339664962e+00,2.819788636041428882e-03,-1.868560738261052304e-02,-9.500449654678386202e-02,-9.952974643314846936e-01,4.322626054646797611e-01,8.196795506319917157e-01,-2.043271929680373286e-02,6.546002617189517793e-03,-4.300217169016989048e-03,-9.221803438204610173e-04,-9.999689032992219451e-01
1.636427402500000028e+01,4.580057863076596014e+00,3.297157611823888779e+00,-3.722527389946298282e+00,2.822642643138278083e-03,-1.869299944418855580e-02,-9.504074924896717402e-02,-9.952938563271068739e-01,4.327356405795613203e-01,8.206243852376707837e-01,-2.043808159494629739e-02,6.550130298194120800e-03,-4.302444226731323706e-03,-9.223083501478503230e-04,-9.999688665723847070e-01
1.636990618700000155e+01,4.587785805340951484e+00,3.300235568268649278e+00,-3.726243102049596079e+00,2.816941020786645298e-03,-1.870042403062443723e-02,-9.509481043896583774e-02,-9.952885692159523234e-01,4.333468993851287698e-01,8.218441205521235249e-01,-2.044492418623415977e-02,6.546419593311304103e-03,-4.302374213103930638e-03,-9.299538200430618488e-04,-9.999688840921658883e-01
1.637410688399999970e+01,4.593556516959932168e+00,3.302532834041557841e+00,-3.729015632063525487e+00,2.811679672416358793e-03,-1.870605218505557929e-02,-9.512954318530329745e-02,-9.952851591792301056e-01,4.338045984382942755e-01,8.227550705486033067e-01,-2.044994191415971940e-02,6.542557385075467233e-03,-4.302286416439194544e-03,-9.300579181300401782e-04,-9.999689096500565810e-01
1.637992978100000130e+01,4.601565425774829521e+00,3.305719403367001874e+00,-3.732861059823755934e+00,2.802753598933793895e-03,-1.871244912748848757e-02,-9.517457713757423998e-02,-9.952807587241898624e-01,4.344415356008693996e-01,8.240194360216602787e-01,-2.045730012451684593e-02,6.535664910838407358e-03,-4.300595180229159660e-03,-9.271043210149409672e-04,-9.999689647398298797e-01
1.638421225500000133e+01,4.607462137158196747e+00,3.308064015405828062e+00,-3.735691028838205696e+00,2.800707973941858522e-03,-1.871672277253015604e-02,-9.520891788863718175e-02,-9.952773996620117858e-01,4.349110618342423851e-01,8.249500960661256821e-01,-2.046321571013322987e-02,6.535152732772287094e-03,-4.299354577828141261e-03,-9.260921618143338465e-04,-9.999689743598455527e-01
1.638992095000000049e+01,4.615330202753511024e+00,3.311190206952716153e+00,-3.739465188710780374e+00,2.796698051641515522e-03,-1.872406478014642869e-02,-9.525012308386049398e-02,-9.952733302619067857e-01,4.355372005781522615e-01,8.261913163550492767e-01,-2.047108686762452723e-02,6.532970726494948324e-03,-4.299192683156198569e-03,-9.201656355806581145e-04,-9.999689947848198202e-01
1.639416027000000042e+01,4.621178360828267273e+00,3.313512085314611166e+00,-3.742268789578742982e+00,2.792682984081406965e-03,-1.873075134406909648e-02,-9.528182162184932469e-02,-9.952701815809913422e-01,4.360020133705537204e-01,8.271133751248107568e-01,-2.047654842248463128e-02,6.530217572292753604e-03,-4.300209836094506279e-03,-9.168812845637622352e-04,-9.999690114111207118e-01
1.639991378799999922e+01,4.629122190175818830e+00,3.316663649206405662e+00,-3.746075045404993809e+00,2.789994328171960161e-03,-1.873803056669517617e-02,-9.533252874725120507e-02,-9.952651963696838022e-01,4.366322499408836766e-01,8.283651675504997147e-01,-2.048351313025252585e-02,6.529511112146465721e-03,-4.300105305782902718e-03,-9.201080512334866308e-04,-9.999690135100035571e-01
1.640419816900000072e+01,4.635042770876644624e+00,3.319011121880464543e+00,-3.748910254582875190e+00,2.775046029813156047e-03,-1.874125985878767262e-02,-9.537687577341477652e-02,-9.952609285338898104e-01,4.371012433011047249e-01,8.292979759743804857e-01,-2.048828242884803350e-02,6.516401846960674128e-03,-4.296660824004261414e-03,-9.293250446441507322e-04,-9.999691053066058766e-01
1.640963435100000112e+01,4.642562086092694607e+00,3.321991374099763750e+00,-3.752508748243028158e+00,2.754884794875941956e-03,-1.874692014505851059e-02,-9.542734997425790511e-02,-9.952560396559934075e-01,4.376967880121154786e-01,8.304831129757126451e-01,-2.049381659142431727e-02,6.498346851037981736e-03,-4.293701645216542982e-03,-9.352134611083562019e-04,-9.999692300216880270e-01
1.641415047599999966e+01,4.648815135009640720e+00,3.324468707884129071e+00,-3.755499682083532687e+00,2.749296257189177972e-03,-1.875296029090054231e-02,-9.546109861533923213e-02,-9.952527048451416114e-01,4.381923002641675557e-01,8.314689615729348171e-01,-2.049852333697742626e-02,6.494210123175070230e-03,-4.293583824503814303e-03,-9.317173680003232317e-04,-9.999692606653287630e-01
1.641991686800000139e+01,4.656807764559919960e+00,3.327633118982702420e+00,-3.759321300605016347e+00,2.748187730492029305e-03,-1.876009885885012579e-02,-9.550889058572113732e-02,-9.952479881788703908e-01,4.388259507183356889e-01,8.327287220913643928e-01,-2.050538558259315872e-02,6.495050925543035050e-03,-4.293457581466876040e-03,-9.318866787639124146e-04,-9.999692555887349510e-01
1.642391395499999973e+01,4.662353436096662307e+00,3.329827300881949892e+00,-3.761971663204526806e+00,2.749518220350724053e-03,-1.876484665882948571e-02,-9.554311775332588463e-02,-9.952446097967075911e-01,4.392656364324501461e-01,8.336025239039447365e-01,-2.051029022330331728e-02,6.497758085722896843e-03,-4.293375003551982809e-03,-9.330776339854714727e-04,-9.999692372453601319e-01
1.642992544100000174e+01,4.670701598660378373e+00,3.333128448947141553e+00,-3.765959051944633540e+00,2.735372757120227427e-03,-1.877193220675507992e-02,-9.559748470751633365e-02,-9.952392944486773141e-01,4.399269119999864031e-01,8.349177976426058745e-01,-2.051719331209685485e-02,6.485805259153690563e-03,-4.291685643481614292e-03,-9.380122743975170818e-04,-9.999693174780168725e-01
1.643415212600000075e+01,4.676576413945371158e+00,3.335450239193111788e+00,-3.768763768526634639e+00,2.720772997860717007e-03,-1.877509775277730331e-02,-9.563339110231773577e-02,-9.952358251213321294e-01,4.403915521954586687e-01,8.358433246517266157e-01,-2.052193487959286938e-02,6.472906358219737352e-03,-4.288236273681810679e-03,-9.392259077389227863e-04,-9.999694147160868019e-01
1.643993449199999901e+01,4.684620958197254659e+00,3.338627896879514445e+00,-3.772602472446365596e+00,2.711938013823973325e-03,-1.878144593313681859e-02,-9.567657667609577588e-02,-9.952315787576343498e-01,4.410273172428506028e-01,8.371107255693838178e-01,-2.052836276113705755e-02,6.466068402335221725e-03,-4.286547106675604908e-03,-9.347529616553291098e-04,-9.999694703890811276e-01
1.644409585000000007e+01,4.690416522729293547e+00,3.340916045758202113e+00,-3.775366262311568466e+00,2.718369276154982122e-03,-1.879146281505951824e-02,-9.570676361101121410e-02,-9.952284696454654078e-01,4.414858679019022514e-01,8.380239007165620757e-01,-2.053293579010447359e-02,6.473348571782208682e-03,-4.291962129678560285e-03,-9.304350019330698794e-04,-9.999694040869715472e-01
1.644991278599999873e+01,4.698527895699121437e+00,3.344115962778605233e+00,-3.779232073993486374e+00,2.739722311471526946e-03,-1.880427451414734552e-02,-9.574765123642363374e-02,-9.952242362725904901e-01,4.421295646248578626e-01,8.393012332197883341e-01,-2.053996551545110572e-02,6.495924544169533361e-03,-4.299509934978852123e-03,-9.229032543043386378e-04,-9.999692322407818246e-01
1.645414996099999883e+01,4.704443603460763512e+00,3.346447342248712431e+00,-3.782050069953986515e+00,2.751388176261140243e-03,-1.880831263866475367e-02,-9.577626325012429664e-02,-9.952213746883820100e-01,4.426001689398097461e-01,8.402317748180301304e-01,-2.054581017088609809e-02,6.508983806578567261e-03,-4.299361736123647956e-03,-9.163106761414521132e-04,-9.999691540208690554e-01
1.645993256499999902e+01,4.712524873064210418e+00,3.349629465295427710e+00,-3.785897382876071582e+00,2.764096159226549655e-03,-1.881258591532178337e-02,-9.581525711302366077e-02,-9.952175053162833906e-01,4.432428073518944189e-01,8.415019809405742679e-01,-2.055353432566594044e-02,6.523724865726538910e-03,-4.297622354499809789e-03,-9.073103619766016183e-04,-9.999690736437210070e-01
1.646422362299999875e+01,4.718526131936370938e+00,3.351991135014094514e+00,-3.788752711921740346e+00,2.759792538521390302e-03,-1.881708351575813939e-02,-9.584848417713395796e-02,-9.952142327127617705e-01,4.437185205213633465e-01,8.424450598557245984e-01,-2.055837923114458080e-02,6.520931108421063570e-03,-4.296373885709138876e-03,-9.051435950156034834e-04,-9.999690991945631158e-01
1.646991109800000075e+01,4.726484463667209646e+00,3.355121944978512794e+00,-3.792537922979146714e+00,2.741801053113957550e-03,-1.882423956874631696e-02,-9.590435523891489844e-02,-9.952087646206959626e-01,4.443458530603745515e-01,8.436961822298613134e-01,-2.056387922874066548e-02,6.505059175266498898e-03,-4.294809117555176657e-03,-9.143366034385460618e-04,-9.999692009298815076e-01
1.647410440399999842e+01,4.732355589687699648e+00,3.357431154101610193e+00,-3.795329504894116468e+00,2.735483767809308246e-03,-1.883221330038903699e-02,-9.594788780689600394e-02,-9.952044351268538591e-01,4.448066754288536040e-01,8.446198075451692988e-01,-2.056753757254657991e-02,6.500050724653858025e-03,-4.297013968207813971e-03,-9.233549034067524376e-04,-9.999692157397928050e-01
1.647990798900000087e+01,4.740490055486511700e+00,3.360629529022093553e+00,-3.799194890787131573e+00,2.742683641536228321e-03,-1.884636363787511176e-02,-9.600226278498746879e-02,-9.951989036389830012e-01,4.454460314327925996e-01,8.459001766248758214e-01,-2.057262808339994573e-02,6.508605224200775773e-03,-4.304647669850752978e-03,-9.296904490643239727e-04,-9.999691213943273649e-01
1.648424386900000016e+01,4.746575997168789307e+00,3.363020846754652293e+00,-3.802084926043292068e+00,2.754823052056764275e-03,-1.885395922943091870e-02,-9.603842656813746381e-02,-9.951952370231901268e-01,4.459268845196258102e-01,8.468578974366454126e-01,-2.057721327385645879e-02,6.521942131816904804e-03,-4.308004974435744594e-03,-9.298498972982368596e-04,-9.999690198916854067e-01
1.648979067799999854e+01,4.754373103445187709e+00,3.366081257239604607e+00,-3.805785392691773961e+00,2.759322208626441026e-03,-1.885583225038913943e-02,-9.607863906660372988e-02,-9.951913076621016208e-01,4.465465049700175215e-01,8.480834096670930577e-01,-2.058459451591019077e-02,6.528680884168296984e-03,-4.303408034331050042e-03,-9.241584994012832502e-04,-9.999690009876660568e-01
1.649409603999999874e+01,4.760432680585990006e+00,3.368457246519212855e+00,-3.808659236386554348e+00,2.753662120270383099e-03,-1.885701361596251943e-02,-9.610511730476342662e-02,-9.951887443144905587e-01,4.470295047770704855e-01,8.490347266857293240e-01,-2.059057138410154766e-02,6.524757679719360610e-03,-4.298671928782317984e-03,-9.151227139859460877e-04,-9.999690552748561334e-01
1.649990773200000049e+01,4.768618803311023058e+00,3.371664859969587091e+00,-3.812539098822304684e+00,2.743060675611144576e-03,-1.886045034338522386e-02,-9.614233711044033182e-02,-9.951851134567463175e-01,4.476802680209915342e-01,8.503193804452695570e-01,-2.059744194584860882e-02,6.516361215005399797e-03,-4.293839419910722328e-03,-9.044498458003281992e-04,-9.999691404988596544e-01
1.650422859200000048e+01,4.774708054961092962e+00,3.374049729520222307e+00,-3.815424134213362350e+00,2.743331530343426188e-03,-1.886569495227679444e-02,-9.618045807714624418e-02,-9.951813297937982528e-01,4.481614282405491090e-01,8.512750332180577528e-01,-2.060175766340631778e-02,6.518132043355854763e-03,-4.293758799881294830e-03,-9.068830171166012517e-04,-9.999691271000455961e-01
1.650991702099999969e+01,4.782728981553376002e+00,3.377189945644114566e+00,-3.819223383028373497e+00,2.754884235307751127e-03,-1.887913007795834208e-02,-9.623534636318166469e-02,-9.951757368277767135e-01,4.487919189345962456e-01,8.525341850342926797e-01,-2.060690545633380930e-02,6.531054814456813302e-03,-4.301247034885436783e-03,-9.146270772458092464e-04,-9.999690035467424520e-01
1.651406288100000097e+01,4.788579977492929629e+00,3.379479621759425179e+00,-3.821993492838744011e+00,2.757597687510935855e-03,-1.888725557864873866e-02,-9.627525189041374887e-02,-9.951717153864142462e-01,4.492514125463731300e-01,8.534528650132782168e-01,-2.061056495877165370e-02,6.534950835245903131e-03,-4.304501533946603585e-03,-9.202618058943214541e-04,-9.999689589193925254e-01
1.651991200399999826e+01,4.796845908840918327e+00,3.382711844850581517e+00,-3.825904604627660799e+00,2.754863488865862912e-03,-1.889465567775630919e-02,-9.632679636457239236e-02,-9.951665946041973188e-01,4.499034423225709012e-01,8.547500613176574058e-01,-2.061680721904135191e-02,6.534232621499089233e-03,-4.304395289016072282e-03,-9.235421928398195946e-04,-9.999689610458227795e-01
1.652415442399999890e+01,4.802849715536440911e+00,3.385057184256616392e+00,-3.828743688525666489e+00,2.761764332604789950e-03,-1.889688805538867686e-02,-9.635873705980960158e-02,-9.951634408838739843e-01,4.503793362842779535e-01,8.556912892893977496e-01,-2.062227765555857753e-02,6.542772243014404257e-03,-4.302013388634132185e-03,-9.203262074197245818e-04,-9.999689184228938155e-01
